"sample_name","artifact_id","glass_type","component","point_level","is_extrapolation","median","lower95","upper95"
"07","07","高钾","component_1",1,FALSE,83.515033797567,75.6439792485902,88.372520531915
"07","07","高钾","component_2",1,FALSE,0.0281140324330308,0.0111416397255134,0.0746339538720725
"07","07","高钾","component_3",1,FALSE,0.167402831104654,0.0881129135808822,0.374774970310546
"07","07","高钾","component_4",1,FALSE,2.54501214578993,1.43178601960933,5.61911859762812
"07","07","高钾","component_5",1,FALSE,0.0572147523824256,0.0234101208888977,0.141710267761706
"07","07","高钾","component_6",1,FALSE,6.37636933325999,3.53703058893782,12.1860793248532
"07","07","高钾","component_7",1,FALSE,0.342742223857075,0.137697100838813,0.9009213218409
"07","07","高钾","component_8",1,FALSE,4.47843465023731,2.14356203264985,10.2428290856757
"07","07","高钾","component_9",1,FALSE,0.0360171608949488,0.0149954162310279,0.115880821787515
"07","07","高钾","component_10",1,FALSE,0.0339601835181139,0.0117723252870018,0.0902818935966377
"07","07","高钾","component_11",1,FALSE,1.34331439358114,0.530325821748087,3.70308257017265
"07","07","高钾","component_12",1,FALSE,0.0273253381147058,0.0117661190874545,0.0709898918573422
"07","07","高钾","component_13",1,FALSE,0.0264804197267022,0.0114523110152127,0.0748278762949769
"07","07","高钾","component_14",1,FALSE,0.0285610016625697,0.0105591090134594,0.0816535108605417
"09","09","高钾","component_1",1,FALSE,84.5168403037992,78.5612428844048,88.9298884612626
"09","09","高钾","component_2",1,FALSE,0.0278940016696695,0.0112010701549274,0.0743171554724905
"09","09","高钾","component_3",1,FALSE,4.91913867521998,2.68008171405663,10.3617247880462
"09","09","高钾","component_4",1,FALSE,1.46471013049147,0.817841616653225,3.32778247841715
"09","09","高钾","component_5",1,FALSE,0.0567372947158264,0.0227691991987392,0.140470316095519
"09","09","高钾","component_6",1,FALSE,4.19391762204412,2.30546588806011,8.3358590040748
"09","09","高钾","component_7",1,FALSE,0.640128579659706,0.260154006646981,1.65147249545089
"09","09","高钾","component_8",1,FALSE,2.12015028932663,1.00053762689941,5.00685848044869
"09","09","高钾","component_9",1,FALSE,0.0355688085018875,0.0147202982269204,0.116208589659791
"09","09","高钾","component_10",1,FALSE,0.033597621716422,0.0117259471084339,0.0898019999393022
"09","09","高钾","component_11",1,FALSE,0.761709394548317,0.300751616103999,2.12667697414524
"09","09","高钾","component_12",1,FALSE,0.0269584150083546,0.0117562541924046,0.069863183846268
"09","09","高钾","component_13",1,FALSE,0.0262063023247454,0.0114075258800461,0.0757001219951821
"09","09","高钾","component_14",1,FALSE,0.0282303214034086,0.0104895307774111,0.0801987977171843
"10","10","高钾","component_1",1,FALSE,86.626791807745,78.9904964793803,90.6935211369205
"10","10","高钾","component_2",1,FALSE,0.0280199657540419,0.0113112545880651,0.0736532890897477
"10","10","高钾","component_3",1,FALSE,7.68517014435452,4.29807059690383,15.6676900456691
"10","10","高钾","component_4",1,FALSE,0.494187713130801,0.276478619311448,1.1670307631561
"10","10","高钾","component_5",1,FALSE,0.0570085761176308,0.0225706401386516,0.14184798794525
"10","10","高钾","component_6",1,FALSE,2.5772227983228,1.4143540220278,5.19154075122297
"10","10","高钾","component_7",1,FALSE,0.519591289652326,0.215656139273346,1.33857581182646
"10","10","高钾","component_8",1,FALSE,1.15415686088402,0.537277988600452,2.76369472677475
"10","10","高钾","component_9",1,FALSE,0.0358137891004643,0.0146778100923245,0.118246080133144
"10","10","高钾","component_10",1,FALSE,0.0336529506763121,0.0116487349269608,0.0895800674303693
"10","10","高钾","component_11",1,FALSE,0.04375990032634,0.0170910147663843,0.122539794028411
"10","10","高钾","component_12",1,FALSE,0.0269657171601961,0.0117963585042485,0.0698328008598746
"10","10","高钾","component_13",1,FALSE,0.0263035538705389,0.0115183287836668,0.0763121868665777
"10","10","高钾","component_14",1,FALSE,0.0282660306330936,0.0105783079399119,0.080131384131571
"12","12","高钾","component_1",1,FALSE,81.2660540902135,73.3454884605809,86.5723857368377
"12","12","高钾","component_2",1,FALSE,0.0268973649329011,0.0109288956151577,0.0713444243332902
"12","12","高钾","component_3",1,FALSE,8.16194998292946,4.51845783714986,16.5979256486962
"12","12","高钾","component_4",1,FALSE,1.63927985790086,0.919251086190543,3.78054785734737
"12","12","高钾","component_5",1,FALSE,0.0549054463961737,0.021854917699759,0.136281619217281
"12","12","高钾","component_6",1,FALSE,4.4863192457059,2.44809812716313,8.84903383424655
"12","12","高钾","component_7",1,FALSE,0.559371947106835,0.231053210847884,1.43985744569731
"12","12","高钾","component_8",1,FALSE,2.1877398781959,1.030277800643,5.18028575131471
"12","12","高钾","component_9",1,FALSE,0.0343368946605779,0.0141297352718997,0.112614493613316
"12","12","高钾","component_10",1,FALSE,0.0323244732565784,0.0111342423037965,0.0866554591150392
"12","12","高钾","component_11",1,FALSE,0.315811463993292,0.124451388967862,0.880598267527468
"12","12","高钾","component_12",1,FALSE,0.0259721174256428,0.0113477421585101,0.0673361044664595
"12","12","高钾","component_13",1,FALSE,0.0253832935708077,0.0110733580010247,0.073729913964795
"12","12","高钾","component_14",1,FALSE,0.0272406735832915,0.0101020272921046,0.07678946726028
"22","22","高钾","component_1",1,FALSE,75.2880353481549,66.8415499083967,81.9053684747791
"22","22","高钾","component_2",1,FALSE,0.0256757508329274,0.0100346247620466,0.067142231636171
"22","22","高钾","component_3",1,FALSE,5.65202292016312,3.09363407986778,11.7228835262538
"22","22","高钾","component_4",1,FALSE,3.58344272522947,2.00154235663142,8.02129871796144
"22","22","高钾","component_5",1,FALSE,1.67301384346496,0.680145909386175,4.02650900349513
"22","22","高钾","component_6",1,FALSE,10.2387727456706,5.72274254789424,19.017501138147
"22","22","高钾","component_7",1,FALSE,0.640788603802168,0.260266390062353,1.64346235819256
"22","22","高钾","component_8",1,FALSE,0.692711057136101,0.320789470537538,1.66194955641593
"22","22","高钾","component_9",1,FALSE,0.0325844299699643,0.0134198015100004,0.10668575280923
"22","22","高钾","component_10",1,FALSE,0.0305878719250803,0.0107745947717866,0.0829267449905657
"22","22","高钾","component_11",1,FALSE,0.417507595712579,0.166493109547269,1.16155192029073
"22","22","高钾","component_12",1,FALSE,0.0246960337771085,0.0106944820243032,0.0639205836461369
"22","22","高钾","component_13",1,FALSE,0.024215301149941,0.0105378541755972,0.0693578616950749
"22","22","高钾","component_14",1,FALSE,0.0259969018331797,0.00946739810448779,0.0726914475172297
"27","27","高钾","component_1",1,FALSE,83.581575670323,75.6833545792029,88.1961106756379
"27","27","高钾","component_2",1,FALSE,0.027811838674744,0.0109346115808605,0.0744051359930491
"27","27","高钾","component_3",1,FALSE,0.165608870579774,0.0880279030996837,0.369084724927719
"27","27","高钾","component_4",1,FALSE,2.22974470639239,1.24656888251311,5.00020371444815
"27","27","高钾","component_5",1,FALSE,1.55298738068091,0.643284697501697,3.75410513113801
"27","27","高钾","component_6",1,FALSE,8.07236751238909,4.50109174334411,15.2366912626427
"27","27","高钾","component_7",1,FALSE,0.403304085792454,0.161552060579889,1.06284665725287
"27","27","高钾","component_8",1,FALSE,2.12158520183136,1.00031140542057,5.01473525115886
"27","27","高钾","component_9",1,FALSE,0.0356554757257264,0.0148066076067269,0.114126179197157
"27","27","高钾","component_10",1,FALSE,0.0334057708864424,0.0117778640108813,0.0894333567809684
"27","27","高钾","component_11",1,FALSE,0.790242317109034,0.312671559988377,2.19040361389475
"27","27","高钾","component_12",1,FALSE,0.0270579711173528,0.0116128032269926,0.0704198549169519
"27","27","高钾","component_13",1,FALSE,0.0262466402939757,0.0113024588001891,0.0747636731999495
"27","27","高钾","component_14",1,FALSE,0.0284128906601452,0.0104230071080218,0.0799261514972524
"02","02","铅钡","component_1",1,FALSE,67.3075371941618,62.1729437851715,71.9692173554868
"02","02","铅钡","component_2",1,FALSE,0.0262499721034538,0.0142978168372398,0.0441947737284486
"02","02","铅钡","component_3",1,FALSE,1.09113223262614,0.663595270029659,1.81655518113174
