"component_id","SiO2","Na2O","K2O","CaO","MgO","Al2O3","Fe2O3","CuO","PbO","BaO","P2O5","SrO","SnO2","SO2"
"component_1",1,0.387523957612379,0.228797605759243,-0.355658624390269,0.0314736239332106,0.523569636177258,0.00896500867408218,-0.078807711440175,0.0782389207139882,0.0169940233852727,-0.442884846754735,-0.405414568376801,0.162785470824505,-0.393845594224813
"component_2",0.387523957612379,1,0.0597086312240278,-0.306707790289593,-0.0283363657795519,0.196520770713179,-0.244863554505206,0.00693077503836697,-0.179517729608024,0.111941093229568,-0.655999924925786,-0.100383893901076,-0.0875873889053817,-0.212223176307397
"component_3",0.228797605759243,0.0597086312240278,1,-0.353780277873086,0.116030407125434,0.420627619904456,0.00831808266171102,-0.218551780512528,-0.293952217550467,-0.0806002332811004,-0.304723869346192,-0.265354112529637,0.0419051642023464,-0.0884794205922686
"component_4",-0.355658624390269,-0.306707790289593,-0.353780277873086,1,-0.0145588989726392,-0.336293156554504,0.20123829444502,-0.279482433659153,0.123548152930095,-0.067251732704916,0.168791870606677,0.0779470010722535,0.0370674613678593,0.0105264263527887
"component_5",0.0314736239332106,-0.0283363657795519,0.116030407125434,-0.0145588989726392,1,0.410693685597871,0.103299298652924,-0.289825620905861,-0.206563347984303,-0.52805299936826,-0.027404440648597,0.0205187220803414,0.0894599362647757,-0.564445233505777
"component_6",0.523569636177258,0.196520770713179,0.420627619904456,-0.336293156554504,0.410693685597871,1,0.203664125537772,-0.226044414625151,-0.266426530914206,-0.338008209406635,-0.315828388842643,-0.393605267546621,0.21955960403091,-0.476967541457419
"component_7",0.00896500867408218,-0.244863554505206,0.00831808266171102,0.20123829444502,0.103299298652924,0.203664125537772,1,-0.496838473763456,-0.0657825007642135,-0.332608832894976,0.112678882230645,-0.194445224709006,0.218988084043737,-0.465323564499552
"component_8",-0.078807711440175,0.00693077503836697,-0.218551780512528,-0.279482433659153,-0.289825620905861,-0.226044414625151,-0.496838473763456,1,0.131815321030706,0.220831132098425,0.0718740967436118,0.00906971695505722,-0.56732047651293,0.386127534481157
"component_9",0.0782389207139882,-0.179517729608024,-0.293952217550467,0.123548152930095,-0.206563347984303,-0.266426530914206,-0.0657825007642135,0.131815321030706,1,-0.0817406514741246,0.163515564051569,0.141694479567348,0.00429197339331716,0.000932984375030425
"component_10",0.0169940233852727,0.111941093229568,-0.0806002332811004,-0.067251732704916,-0.52805299936826,-0.338008209406635,-0.332608832894976,0.220831132098425,-0.0817406514741246,1,-0.306665140269122,0.00273204655993985,-0.00151100012354863,0.281443293399004
"component_11",-0.442884846754735,-0.655999924925786,-0.304723869346192,0.168791870606677,-0.027404440648597,-0.315828388842643,0.112678882230645,0.0718740967436118,0.163515564051569,-0.306665140269122,1,0.0612725898186707,-0.156849542999958,0.179640675374564
"component_12",-0.405414568376801,-0.100383893901076,-0.265354112529637,0.0779470010722535,0.0205187220803414,-0.393605267546621,-0.194445224709006,0.00906971695505722,0.141694479567348,0.00273204655993985,0.0612725898186707,1,-0.136130144878921,0.111754790810533
"component_13",0.162785470824505,-0.0875873889053817,0.0419051642023464,0.0370674613678593,0.0894599362647757,0.21955960403091,0.218988084043737,-0.56732047651293,0.00429197339331716,-0.00151100012354863,-0.156849542999958,-0.136130144878921,1,-0.181384208932658
"component_14",-0.393845594224813,-0.212223176307397,-0.0884794205922686,0.0105264263527887,-0.564445233505777,-0.476967541457419,-0.465323564499552,0.386127534481157,0.000932984375030425,0.281443293399004,0.179640675374564,0.111754790810533,-0.181384208932658,1
