"component_id","SiO2","Na2O","K2O","CaO","MgO","Al2O3","Fe2O3","CuO","PbO","BaO","P2O5","SrO","SnO2","SO2"
"component_1",1,0.66234693877551,0.325102040816326,-0.520510204081633,0.0593877551020408,0.477857142857143,-0.051734693877551,-0.0677551020408163,0.0185714285714286,0.230918367346939,-0.530714285714286,-0.415510204081633,0.478367346938775,0.375510204081633
"component_2",0.66234693877551,1,0.124795918367347,-0.538061224489796,-0.0358163265306122,0.244795918367347,-0.239897959183673,0.0283673469387755,0.0827551020408163,0.255714285714286,-0.625510204081633,-0.124387755102041,0.321632653061224,0.284795918367347
"component_3",0.325102040816326,0.124795918367347,1,-0.308979591836735,0.194897959183673,0.385816326530612,-0.0529591836734694,-0.172755102040816,-0.171836734693878,0.0306122448979592,-0.331326530612245,-0.289591836734694,0.10530612244898,0.0931632653061224
"component_4",-0.520510204081633,-0.538061224489796,-0.308979591836735,1,0.0755102040816326,-0.175612244897959,0.240612244897959,-0.228877551020408,0.238979591836735,-0.253979591836735,0.374897959183673,0.0622448979591837,-0.14469387755102,-0.24
"component_5",0.0593877551020408,-0.0358163265306122,0.194897959183673,0.0755102040816326,1,0.50969387755102,0.131734693877551,-0.298673469387755,-0.081530612244898,-0.547448979591837,-0.0225510204081633,-0.0833673469387755,-0.00908163265306122,-0.440510204081633
"component_6",0.477857142857143,0.244795918367347,0.385816326530612,-0.175612244897959,0.50969387755102,1,0.228265306122449,-0.294285714285714,-0.224387755102041,-0.314897959183673,-0.200714285714286,-0.46734693877551,0.309489795918367,-0.14030612244898
"component_7",-0.051734693877551,-0.239897959183673,-0.0529591836734694,0.240612244897959,0.131734693877551,0.228265306122449,1,-0.471734693877551,0.0556122448979592,-0.466020408163265,0.0957142857142857,-0.321632653061224,0.138469387755102,-0.395102040816326
"component_8",-0.0677551020408163,0.0283673469387755,-0.172755102040816,-0.228877551020408,-0.298673469387755,-0.294285714285714,-0.471734693877551,1,0.126020408163265,0.522142857142857,0.0895918367346939,0.119795918367347,-0.156020408163265,0.437959183673469
"component_9",0.0185714285714286,0.0827551020408163,-0.171836734693878,0.238979591836735,-0.081530612244898,-0.224387755102041,0.0556122448979592,0.126020408163265,1,0.230102040816326,0.120102040816327,0.199795918367347,0.346224489795918,0.394081632653061
"component_10",0.230918367346939,0.255714285714286,0.0306122448979592,-0.253979591836735,-0.547448979591837,-0.314897959183673,-0.466020408163265,0.522142857142857,0.230102040816326,1,-0.239183673469388,0.147142857142857,0.241020408163265,0.663979591836735
"component_11",-0.530714285714286,-0.625510204081633,-0.331326530612245,0.374897959183673,-0.0225510204081633,-0.200714285714286,0.0957142857142857,0.0895918367346939,0.120102040816327,-0.239183673469388,1,0.0196938775510204,-0.301734693877551,-0.112448979591837
"component_12",-0.415510204081633,-0.124387755102041,-0.289591836734694,0.0622448979591837,-0.0833673469387755,-0.46734693877551,-0.321632653061224,0.119795918367347,0.199795918367347,0.147142857142857,0.0196938775510204,1,-0.197959183673469,0.0641836734693877
"component_13",0.478367346938775,0.321632653061224,0.10530612244898,-0.14469387755102,-0.00908163265306122,0.309489795918367,0.138469387755102,-0.156020408163265,0.346224489795918,0.241020408163265,-0.301734693877551,-0.197959183673469,1,0.360510204081633
"component_14",0.375510204081633,0.284795918367347,0.0931632653061224,-0.24,-0.440510204081633,-0.14030612244898,-0.395102040816326,0.437959183673469,0.394081632653061,0.663979591836735,-0.112448979591837,0.0641836734693877,0.360510204081633,1
