"component_id","SiO2","Na2O","K2O","CaO","MgO","Al2O3","Fe2O3","CuO","PbO","BaO","P2O5","SrO","SnO2","SO2"
"component_1",1,0.0542545006671742,-0.348127284217064,-0.13460653030799,-0.387328019149632,0.0687541337706304,-0.432323535703655,0.199745898402592,-0.18926376967667,-0.219991014302309,-0.00878393227919905,0.458939349700947,0.606688684740374,0.278223114673677
"component_2",0.0542545006671742,1,0.216578091954458,0.299405217375534,-0.403818226434411,0.245441560562435,-0.174797003463307,-0.113022092951,0.0676838238118794,-0.514622611172821,-0.549886513397414,-0.295837117005418,0.00951632385933851,-0.272867653876907
"component_3",-0.348127284217064,0.216578091954458,1,-0.127269858394648,-0.0294172026632152,-0.0855233403558763,-0.198583206137642,-0.472577556731677,-0.188509899826847,-0.400530681583611,-0.219986211526801,0.0191472940340376,0.0371771263800573,0.0687387971484495
"component_4",-0.13460653030799,0.299405217375534,-0.127269858394648,1,-0.301210361081584,-0.175966838097651,0.232256551428754,0.412120135965128,-0.0115810785570119,-0.388055762444658,-0.414143562644822,-0.694205411766386,-0.51823789140064,0.193574593847427
"component_5",-0.387328019149632,-0.403818226434411,-0.0294172026632152,-0.301210361081584,1,0.200231162947065,0.033860182225866,-0.519442538246898,-0.0072696725643517,0.181178497348922,0.0900044269505306,0.0554660954996376,0.0652080406052985,0.0684180096689679
"component_6",0.0687541337706304,0.245441560562435,-0.0855233403558763,-0.175966838097651,0.200231162947065,1,-0.394551502915282,-0.29333944556724,0.083128245237789,-0.189705168878086,0.218386677484859,0.0144112555249763,0.136752488441912,-0.125007056637687
"component_7",-0.432323535703655,-0.174797003463307,-0.198583206137642,0.232256551428754,0.033860182225866,-0.394551502915282,1,0.557105971828866,-0.23094309275942,0.258089813400397,-0.00954360914671686,-0.384810409971865,-0.697216804121459,0.0467817396483411
"component_8",0.199745898402592,-0.113022092951,-0.472577556731677,0.412120135965128,-0.519442538246898,-0.29333944556724,0.557105971828866,1,-0.162605945975513,0.112486645074102,0.00626362645999937,-0.216559619721725,-0.53227145016489,0.223834993528003
"component_9",-0.18926376967667,0.0676838238118794,-0.188509899826847,-0.0115810785570119,-0.0072696725643517,0.083128245237789,-0.23094309275942,-0.162605945975513,1,0.570338609203785,-0.186379606755283,-0.0741688235325984,-0.2155228520025,-0.700967345314575
"component_10",-0.219991014302309,-0.514622611172821,-0.400530681583611,-0.388055762444658,0.181178497348922,-0.189705168878086,0.258089813400397,0.112486645074102,0.570338609203785,1,0.272281478933583,0.252091390829387,-0.197337085388339,-0.593144553636386
"component_11",-0.00878393227919905,-0.549886513397414,-0.219986211526801,-0.414143562644822,0.0900044269505306,0.218386677484859,-0.00954360914671686,0.00626362645999937,-0.186379606755283,0.272281478933583,1,0.201942937429618,0.211948498815612,0.0547331571886193
"component_12",0.458939349700947,-0.295837117005418,0.0191472940340376,-0.694205411766386,0.0554660954996376,0.0144112555249763,-0.384810409971865,-0.216559619721725,-0.0741688235325984,0.252091390829387,0.201942937429618,1,0.60949498493502,-0.122060330058343
"component_13",0.606688684740374,0.00951632385933851,0.0371771263800573,-0.51823789140064,0.0652080406052985,0.136752488441912,-0.697216804121459,-0.53227145016489,-0.2155228520025,-0.197337085388339,0.211948498815612,0.60949498493502,1,0.125254243167517
"component_14",0.278223114673677,-0.272867653876907,0.0687387971484495,0.193574593847427,0.0684180096689679,-0.125007056637687,0.0467817396483411,0.223834993528003,-0.700967345314575,-0.593144553636386,0.0547331571886193,-0.122060330058343,0.125254243167517,1
